Ubicacion,Altitud,Bortle,Nubosidad,Humedad,Temperatura,Velocidad_Viento,Presion,Fase_Lunar,Planetas_Visibles,Score_Visibilidad,Calidad_Observacion
Bogotá,2619.0533333257877,8,42,53,18.41725222594296,10.89455250553227,984.3008501448171,0.6707971864895679,0,38.49212098999573,0
Medellín,1498.6789170094394,7,39,65,11.061684189712901,3.2952320006373945,981.0147149688539,0.36241225222688067,3,37.86631948631582,0
Cali,1031.315137743856,7,89,97,17.81804356723703,6.736250890141701,982.5087319311648,0.7475283198621373,2,16.208889415265354,0
Medellín,1448.4923500854218,7,54,23,16.50505239166725,11.946776543067141,982.358255890754,0.8702664653510171,1,42.27992602151418,0
Villa de Leyva,2126.5267990962925,3,86,49,15.267917335489813,8.205944863776631,1020.8517135999832,0.3871869764138588,1,25.0352777133285,0
Bogotá,2615.6697054408755,8,38,94,25.541110959732983,9.749281472488336,1012.4566058570222,0.6570008866315482,3,37.0486700552521,0
Guajira,122.21190951305893,1,14,91,24.81741251082233,11.306523030675786,1010.4697864788325,0.7571238239772095,4,50.05971157630579,0
Bogotá,2671.374070930811,8,3,22,22.13648218354188,9.330137832134708,1003.5157769117815,0.19012589768908128,1,60.56297168252449,0
Bogotá,2633.487514052517,7,92,33,30.527955519040933,8.101189828832936,1015.1878677637468,0.33259608439596744,1,25.96498458438506,0
Guajira,73.37122232102023,1,85,79,16.396505220340508,11.244214265816602,987.0041596742716,0.10879584638095485,5,28.138004330761753,0
Medellín,1501.3374855312616,7,24,96,13.851246505044308,10.91344553148301,997.6373535404797,0.6022084642482034,0,37.83081686606855,0
Medellín,1512.7911182178925,7,12,64,23.74167951436159,9.448086002747683,1002.0501912843955,0.8009376958208562,2,46.10771488790705,0
Villa de Leyva,2117.39457516258,3,81,53,12.77153746249767,5.396841200728944,984.9684273954526,0.6108386565849336,2,26.017492634566004,0
Bogotá,2681.2012917563798,7,32,64,15.56025217240219,6.087181383004074,998.8781169201883,0.17978383097704398,1,37.63514408841195,0
Tatacoa,376.9677882618898,2,15,80,13.390458561797235,14.556578233261462,994.2425800668179,0.5463684910261374,3,56.58919854927751,0
Medellín,1473.520839237447,6,41,35,9.65968562524403,1.6857889843728873,981.6011965607058,0.8349341485264097,4,46.767251590805174,0
Tatacoa,417.7068154533235,2,65,85,27.859969799256163,4.0275737587925295,986.1530931228156,0.3027247960782191,2,33.56296046817499,0
Cali,1028.372822552304,7,54,59,14.108973030119868,7.386026388065035,1014.3816570425363,0.8326515022526404,3,26.393263560160317,0
Cali,1018.6947020821183,7,98,36,19.352660080232496,12.550945292156788,980.811705927709,0.784623283769988,3,11.631416024574907,0
Bogotá,2665.1880025062014,8,41,53,9.039566558103488,2.455134955945918,1022.0413984593363,0.02174080783667487,2,36.675197797934274,0
Tatacoa,365.16834283739234,2,33,35,24.784147190063436,4.154319271869148,983.8891084601257,0.23945481408550195,0,51.17456876335181,0
Tatacoa,455.3306064002611,2,29,79,15.93346405535098,0.9869732669285847,1015.9657142391557,0.5429424057977258,3,54.61842983031603,0
Cali,1002.9803434586272,7,12,85,25.87368146790104,10.589778990762277,1020.4377443424562,0.7176173700192593,2,40.89646703989518,0
Medellín,1492.3476658854142,6,12,85,17.897673451228787,3.573141532134242,1022.3511013182701,0.8805305256528292,1,49.21355003143736,0
Medellín,1550.7948028537783,7,17,32,12.698134553734992,5.830121260064257,1019.0364660573188,0.6410423182678943,4,47.752288003369266,0
Bogotá,2618.716798795296,9,31,75,20.316201974768862,6.655521705445018,992.939751774145,0.3803441712495391,3,34.034897535494885,0
Bogotá,2670.6912750756806,8,95,50,11.132109431298556,13.369709034096836,994.9889209102315,0.18462720673731536,5,16.974016658230596,0
Medellín,1488.5703421540707,7,98,53,18.572939836951875,6.169954354968552,999.1945564374535,0.7600358554624315,1,17.404050469282772,0
Bogotá,2614.744962930178,8,38,58,15.615331458091678,2.178375298728736,986.2683510233195,0.20678155932412012,3,39.57420920498731,0
Medellín,1483.4878242290358,7,45,86,29.887030020791197,7.864724075101815,981.002260478025,0.6954305214682498,3,28.551954531318643,0
Cali,1034.9884059031658,7,28,27,9.462289321297279,14.444369919729445,1019.1104726426465,0.1812116173712074,5,48.324916668001,0
Villa de Leyva,2179.427989892732,3,61,97,24.656417938537807,9.115284615762166,1004.9357922294705,0.09105385030946445,4,30.665964273368857,0
Tatacoa,406.76817759753504,2,92,74,12.386027983698462,14.750808306908588,1007.3925323980197,0.2511002237065345,5,17.7025797220271,0
Bogotá,2592.0616904434446,8,61,46,15.657081783973755,12.616609634083051,1021.7144813668008,0.28492980552511427,5,31.281263021823907,0
Tatacoa,419.06594948985475,2,56,72,17.972337513489585,0.539486343201192,1009.9304080151127,0.64720913449491,0,44.782398032451816,0
Cali,1013.7360449615221,8,15,58,29.79236214499938,9.875993930655628,1011.0884076952916,0.1608833677420589,3,53.91750423315669,0
Medellín,1461.9255169951364,7,55,84,13.821878385771804,4.301503163368255,1015.4135891796534,0.9303069129868882,1,28.67876997687435,0
Cali,1028.391808610484,7,9,36,10.191411261072085,8.394252834670858,985.2356802435831,0.5543616863422735,3,54.57088105006971,0
Medellín,1529.0151855594136,7,29,49,15.648550495772566,4.190177863968398,996.2072968946206,0.49093173081646546,5,30.726616777655913,0
Tatacoa,400.20156843991583,1,24,72,10.5122232928528,5.233056249079356,1023.5693567466515,0.4346945143083677,0,67.21799798910696,1
Villa de Leyva,2176.6999807536777,3,83,32,11.08631566305326,13.84753067631269,1021.5318535145273,0.566601346950191,2,39.73050692935038,0
Cali,1031.871881033218,7,4,40,21.77241435140064,3.0996477733755796,1019.7833883339583,0.022446967161782294,3,59.30596641491535,0
Villa de Leyva,2163.2591288448,3,64,38,9.46164639438784,13.111636770387458,1000.3439829652538,0.9900863745790824,1,38.89594459286361,0
Medellín,1485.835391468421,7,93,72,8.742341153445585,0.4568671210574521,1018.5736829114063,0.557524376194266,1,3.104765042711895,0
Cali,1042.5608961648202,7,48,38,25.145938435291946,1.3631480755447256,982.1778146875595,0.03519500214017779,0,38.80625504121375,0
Bogotá,2667.425365362909,9,2,76,16.67953027618507,12.820125620763953,986.6832840915703,0.5899776046995998,0,46.46301703845029,0
Bogotá,2663.7800352064132,8,44,44,11.009008381612958,9.45834046363793,998.6285464317824,0.4370787582896788,3,29.786021002917018,0
Medellín,1485.5863978982875,6,13,50,14.086706500632998,11.208542070593253,1001.7526430006957,0.02403769666640887,2,54.69994827412033,0
Cali,1047.5523930846582,7,29,100,23.410076176457576,3.1412650623278138,991.8578219084386,0.924428752157473,0,41.045610351833844,0
Villa de Leyva,2160.5894351442853,3,67,74,14.612877611380428,8.056251833851553,996.0414501881504,0.01056687207381335,5,35.50715714263653,0
Guajira,20.830236157188075,1,17,42,19.86850700288979,11.058288353569571,987.3249245461416,0.5778716768778214,3,62.52658657229144,1
Medellín,1483.5552314716017,7,61,51,10.920687361440134,9.409712055153937,1002.0110314272158,0.961790747626224,2,31.709301947733344,0
Guajira,34.08773077311105,1,36,81,22.11424730253073,7.075481503368143,1015.7229481790538,0.237604496983026,1,46.09109936345522,0
Tatacoa,340.3630936146541,2,24,93,15.585864412238337,14.396756796565722,1009.7612177147588,0.25417907424359665,3,52.7738725252589,0
Tatacoa,430.1023915053502,2,47,29,23.047242428689195,10.142360001801679,984.8506511314494,0.0004231285601523638,2,57.31170819969351,0
Cali,1111.0356015304906,8,64,91,27.40147717529655,13.616262003618568,1001.9411721528522,0.0663511719879809,3,22.027121060322457,0
Cali,1054.2504370564282,7,52,73,22.679514065359818,10.946557673605218,1011.3940872250877,0.044888411577088116,3,27.55722675302852,0
Bogotá,2644.8857797385767,9,78,71,15.097941502280495,11.031952928965246,1003.8452883449273,0.8226562836884255,0,9.369993355039696,0
Medellín,1479.5254380811277,7,72,39,14.13784883715921,1.2002740463651902,997.6254018440997,0.836737569944919,4,29.992806425049288,0
Cali,990.247487703126,7,14,51,15.858103009602752,5.391969327809154,1007.9861489577745,0.7267000841845227,2,51.76112493534882,0
Tatacoa,404.51936136456277,2,48,33,11.950892317676116,12.875541100794877,1023.5887399385124,0.3527450125170921,2,49.975452221029286,0
Medellín,1524.049195397799,8,87,69,12.348124420400481,3.489057932231339,984.2708559394736,0.8212544498888422,5,13.948022775670015,0
Cali,997.7625264337526,7,67,47,26.976586445604028,1.7325879923469927,997.5507227336402,0.539774520242882,2,29.758567084555054,0
Bogotá,2716.9278053265166,8,11,72,17.23358183617868,4.891590849581902,998.2972633870743,0.30431027647992326,3,43.371124131892195,0
Bogotá,2598.480206018543,8,58,43,18.46388433369406,3.3065682733892094,1005.9635289710767,0.4372767691143904,3,27.80631182424862,0
Cali,1024.734946145596,7,36,98,22.25718717360347,13.879322921897327,986.8478570846863,0.06576776983457566,1,28.761436293258633,0
Bogotá,2642.1088304561667,8,60,41,22.151683883637144,13.019499630031968,987.9489363441711,0.9449086867499137,5,25.38389930727719,0
Tatacoa,400.1987926123327,2,100,49,9.617044916526218,7.495248454243563,992.8412623699035,0.6191164173518401,2,27.20693257973341,0
Guajira,32.93435293288739,1,42,82,27.956978872103974,0.9201581172580203,1023.0141519470834,0.7312341449305728,2,43.167779778485304,0
Medellín,1497.4739918109144,6,69,23,12.255837277374546,10.718435191397344,1013.0348861553906,0.6765833704198766,4,29.927336844522554,0
Cali,1004.5068657474238,7,38,96,25.35371926519205,9.351175970043968,1009.7761985761176,0.6677499845209807,2,25.62364300267268,0
Cali,1056.6366820663764,7,55,78,26.544103715075998,14.558320060927437,1016.7630959327417,0.01726098549724009,3,32.78162904132844,0
Tatacoa,448.62322250226833,2,62,27,25.157588818191527,8.384298604055655,985.7409411012512,0.5253712797848467,3,48.660205795478866,0
Villa de Leyva,2137.3437025185085,3,45,31,21.895463517299483,5.045905851043641,1018.6699768875689,0.8217102286255341,1,42.309188838980226,0
Bogotá,2590.65087970275,8,87,50,8.350615930613188,7.785325403678336,1006.7674721249377,0.04451885141159995,1,18.47348631742586,0
Bogotá,2649.5294137116866,8,10,97,16.649011816716097,14.688949371067745,995.089805335652,0.9561656838882706,0,36.73611626066302,0
Medellín,1503.4478323004116,7,61,53,22.516146304701948,10.445436487995458,1016.7134865085561,0.42415968300598916,4,29.705981067857053,0
Medellín,1498.1563692665336,7,76,94,17.29883110214093,10.079642068905766,1016.1154040456881,0.2898954920513712,1,21.204077619540637,0
Bogotá,2655.988581630535,8,97,95,28.723517477907514,3.6102238458882807,1018.0568861772527,0.5318213616419428,2,15.829285619786141,0
Villa de Leyva,2190.4458343373162,2,24,68,15.411254608390768,11.154037763409265,985.1983055048142,0.8012141878430362,1,50.09316720389911,0
Bogotá,2664.9891654100215,8,70,98,15.04483501900785,11.254077442076577,1023.6212560248099,0.4747550617686376,2,21.675760554034376,0
Bogotá,2655.9430595981094,8,51,76,14.383944634223791,4.759334756638579,1023.1831769205379,0.6451056765863918,3,32.53930040847344,0
Bogotá,2662.617466341223,8,3,45,15.986740855059093,7.255707485860698,996.0861340475784,0.49991438786685993,5,52.43201533103384,0
Tatacoa,407.54427456993346,2,58,37,21.377719143540492,4.419049994106841,982.9652308195364,0.6312722566411592,2,48.93943866942945,0
Medellín,1466.6367716994314,8,71,57,24.96836706254218,3.8805760548643002,987.5175051260953,0.13803091519663657,2,22.39326122735046,0
Tatacoa,443.51369245377356,2,19,100,23.901630025730842,0.3884410537422772,1024.6773871450114,0.038663386178099945,3,52.46685052563874,0
Bogotá,2643.077507065296,8,92,69,27.385227679555513,4.278176169799981,1005.3355824427248,0.13690140569739273,2,11.357561060567287,0
Medellín,1466.6218220433877,7,62,27,29.261935891938197,8.309549248174124,996.0479809471724,0.28583814466392876,4,36.767688480512035,0
Tatacoa,366.16063553464795,2,53,60,27.58589701624043,0.024017813235432395,992.9691212232517,0.2533560624481068,2,44.39807265108929,0
Medellín,1467.4660244049999,7,73,25,8.45468968098451,4.248286257145011,991.5646280889927,0.6151753496606469,2,35.25319841367032,0
Bogotá,2603.018834384144,8,97,88,25.66203088524773,13.22115498484875,1009.8868744274517,0.45588942413424094,5,18.361708670507493,0
Tatacoa,420.06653280011665,2,56,63,13.00158976683996,8.904728776610412,998.8724524183858,0.03881198102684702,2,45.51093303370786,0
Villa de Leyva,2143.7466511177245,3,89,83,11.190273024991583,9.117942361214707,1023.4434814715876,0.034865906317025575,1,26.565584013619443,0
Guajira,73.28014232128123,1,40,48,23.32373083517925,6.050464575395298,1010.7729363790413,0.09058800212066576,1,49.33513624532984,0
Bogotá,2675.0842085975064,8,2,47,15.673836689784679,10.147082152386165,1015.6420065972032,0.353081157400866,5,42.18374193050225,0
Guajira,77.32345750838387,1,5,30,9.370811920890638,2.8489914934553875,993.1733696862422,0.00618295096372945,3,74.80801549918972,1
Bogotá,2659.02070218128,8,4,84,11.303113625560673,12.281202155762875,983.5633884098881,0.4939872654301404,2,55.926277535010094,0
Bogotá,2648.6258736045966,8,4,38,8.022306004879066,1.750336799038497,1001.9520276821846,0.3606696643093027,3,55.40677783804877,0
Bogotá,2634.289108100458,9,53,28,29.677367056272974,9.84002031979664,994.1561695945802,0.5554413024408263,2,28.314394958214045,0
Bogotá,2636.2906161829824,8,46,46,8.590831612189726,5.117239887295246,989.0937424253566,0.7208252280828008,2,42.08683943339548,0
Villa de Leyva,2166.5309046713855,3,86,53,13.026938468228266,11.212694558737152,1022.8688958860388,0.2509728154798544,3,34.321132968647944,0
Bogotá,2611.1605382469716,8,48,63,17.990306736509776,8.2464682689903,999.9794696453914,0.1570836476289097,3,22.598160238358638,0
Bogotá,2638.3834574613784,8,8,87,16.55771182281966,6.785295577180744,987.8618866421954,0.27805355596338754,2,45.61443009381852,0
Villa de Leyva,2126.7147342541707,3,98,34,29.881421045906617,2.541336031398705,988.9392793706512,0.0017631819519055014,0,28.120269784508466,0
Villa de Leyva,2184.189462357264,3,19,70,8.96693469762901,9.552321964265293,992.6319384109067,0.12001295552578073,0,44.92594982274462,0
Villa de Leyva,2170.5117198073826,3,60,32,20.29315298424924,14.621547651306196,1024.9692320685372,0.7508303636863344,3,36.202919245091394,0
Bogotá,2704.1236333672673,8,34,68,24.331507100584975,12.384051373605224,992.0605175233819,0.22280684240028514,3,43.02496849078966,0
Medellín,1472.2689622827988,6,49,89,30.36075136834805,0.900122888835177,994.7960812060304,0.9942996338040386,3,31.197975380874272,0
Cali,998.4857855985409,7,81,75,22.888910050969304,5.6434406754178665,1009.66976575928,0.16783152136480917,3,14.481367659602867,0
Villa de Leyva,2150.725033007329,2,61,95,27.290125664282304,13.883745137854078,993.2282619384634,0.7887717155654934,3,30.336701689560368,0
Villa de Leyva,2127.2362452230504,3,16,70,10.009398508288362,7.545656213355321,989.7111912976862,0.7050444718255345,4,47.64594630474481,0
Bogotá,2656.1285941055876,7,87,56,17.262548262486256,9.931677387122688,987.138673399232,0.32213214281630764,1,20.179275637987796,0
Cali,1016.4714061968331,7,2,36,16.97473122749762,13.688990183870857,994.0707199262506,0.33073914356596523,2,60.10423409075368,0
Tatacoa,385.3440789490095,2,31,77,29.270917194937223,13.10692035629821,984.7662060332948,0.5635515809671046,2,53.916484183386586,0
Medellín,1527.6281369384324,8,98,48,11.6329081103186,7.527305633107664,980.8390963886652,0.8523740974825584,1,10.090731854090066,0
Bogotá,2584.5123446867583,7,12,52,11.645268136079126,6.564694539864031,1016.2088763800605,0.3861869441194644,3,48.71330500177811,0
Villa de Leyva,2165.2633953051677,3,88,79,15.885395597259162,5.0953892771938065,986.2052724086559,0.06117988091840654,4,26.98578053676584,0
Bogotá,2623.466025963909,8,72,74,9.307185136804101,10.785291647443367,1014.9189582416859,0.37441917690229676,2,25.87589903549191,0
Villa de Leyva,2173.5026942177105,3,67,29,12.378992975659761,4.304801992073149,1015.8894115543997,0.20731267324274139,4,42.017431175739226,0
Cali,1049.687671241959,7,13,66,31.165031325097644,3.7483140964635018,1004.206378684816,0.9392070170650174,2,52.878750699450634,0
Bogotá,2571.709483888423,8,100,42,18.27641455681215,5.343748419056701,993.9356881240828,0.6972743463759475,2,23.295853399334707,0
Medellín,1488.6513286373734,7,97,40,23.168461002138475,2.6582258531818805,986.526473018745,0.050832664213348644,3,10.269897102926306,0
Medellín,1496.7457488395983,7,10,32,25.426670224271287,10.42679723918651,1013.156229802445,0.29298853726260643,1,61.45451657214457,0
Medellín,1424.2649277040068,6,55,52,16.807073768172813,9.243609739959185,1007.0624143691804,0.05021596492080693,2,41.79227627341228,0
Bogotá,2646.832524816284,8,66,43,11.533449785852408,7.243178011737654,1009.4954055422104,0.830016670374786,2,21.60949302473884,0
Tatacoa,384.15841277636804,2,91,30,12.95794438932274,5.85488668892332,980.3901090430309,0.9062964019071609,4,33.08750661371309,0
Bogotá,2603.8281805130723,8,28,36,15.518395437934648,13.635938143450973,1021.7382657068521,0.11227960583907437,3,48.0793930165741,0
Villa de Leyva,2129.48532747733,3,8,87,23.265642088453415,0.43685677483657925,982.9830584350948,0.44029004600869615,2,49.05031285604328,0
Medellín,1470.3005909064052,7,66,66,17.558733178137306,11.536616152609488,996.5062648313003,0.9318832818364259,0,24.986848024492378,0
Tatacoa,382.8742805688306,2,24,44,8.163552749603074,13.528643576233332,998.1220242343265,0.14521168671467055,5,57.49180022682218,0
Medellín,1500.5537017285762,7,97,92,20.561772441619325,6.69531869144889,980.0609986024077,0.2919035906563149,2,4.762674306503327,0
Villa de Leyva,2178.437395901933,3,75,40,30.11632140577803,8.260357372059701,1002.3690189207858,0.30427465017265587,4,33.475150630666484,0
Guajira,47.66492150528351,1,41,31,27.489862664208296,14.166955318230569,1013.8764047529954,0.030058312201998505,2,60.62668818630892,0
Bogotá,2673.0827421198596,8,8,56,27.805072910231146,3.184162729282716,1017.0470893901647,0.03627323468999066,3,58.453238194352984,0
Bogotá,2608.6212754832823,8,78,61,27.081392422547147,7.802022716770273,1019.5728646987648,0.9527928270829129,3,14.372436535618958,0
Guajira,54.586677998019276,1,39,36,15.769539814650168,7.120816906923194,1001.9473490741916,0.571092608986254,2,39.537878327515,0
Bogotá,2703.1983464452824,8,24,67,26.36465201010541,3.8758897180555514,1008.3786285738342,0.30664832142861786,3,47.777882615475185,0
Guajira,2.2830571047513004,1,4,47,11.435872587468632,12.27889845559662,983.5783870983424,0.3786746607065845,2,74.59481330359645,1
Tatacoa,351.1372681318319,3,10,60,23.785187534622885,13.494008921448538,1001.9617200926788,0.7148429288450242,3,61.228609393684366,1
Bogotá,2678.3991511000045,8,58,66,23.397645600439866,11.728988696823134,986.9667089692281,0.36651720355462036,3,26.608014619844347,0
Medellín,1501.6157539580583,7,97,37,8.613675178153631,2.9303844127291256,996.6339402930134,0.22776040309328827,1,12.990263726566502,0
Cali,999.954998750206,7,87,97,26.911283206182357,1.3012295325207235,994.818739078907,0.1018373415997994,3,16.71444071959583,0
Villa de Leyva,2115.109790934835,3,78,90,29.677954522283134,9.081667279580135,999.0593259758679,0.7289330117180371,0,30.685031970910206,0
Guajira,48.92034191427305,1,37,32,14.417966683330583,0.856421407648259,1005.723647808836,0.18056501667522473,1,51.44641487397953,0
Medellín,1499.0073727084114,7,71,32,27.497377380467622,10.092388328371264,1020.6294491178348,0.06964826992629758,3,31.370487060928216,0
Cali,1022.1558185831416,8,4,50,9.977743324686756,7.95636330490864,997.7518084106378,0.426954445496477,0,48.926734288422445,0
Bogotá,2605.816577474234,8,47,21,22.399228598265584,9.941785991154953,1024.1509038070199,0.03957096181135378,2,43.328927108025,0
Villa de Leyva,2138.89153232114,3,89,35,19.65552476802265,8.85256160474616,1014.1562621623041,0.9649980583428868,1,18.721255520329393,0
Guajira,32.9575116096437,1,17,28,21.102164799416002,6.340538542907591,1003.0166471054772,0.6272929675748398,2,64.7534090185448,1
Guajira,69.39331674189526,1,69,92,30.22892484522428,3.013157702103424,1008.9811896700375,0.1526968104465608,1,31.16434465378559,0
Bogotá,2607.586517187178,8,36,57,28.911565933924486,4.5855320371573285,984.6000877009375,0.17245408644846083,1,47.42085872602157,0
Tatacoa,402.28083319541184,2,59,94,26.84200777375417,7.867508613284647,1018.0034689091144,0.5698284802728454,3,35.9392993266371,0
Tatacoa,479.02679252907717,2,47,73,14.568762984280903,9.778021404714089,1006.2060854778784,0.3565657573377936,3,46.21353280971701,0
Medellín,1460.5380856402328,7,76,75,29.883647088466198,11.692245253267927,1024.3730366094321,0.7742667441877137,4,15.859679793900774,0
Tatacoa,377.5821106628508,2,27,64,10.340184619133005,11.507560776735913,1008.6392934688782,0.5458064856189166,0,50.30001345965855,0
Bogotá,2637.1841264070363,7,68,53,28.479901197410907,14.590331148916281,1017.5350212469846,0.4333338755249413,3,29.851594286286087,0
Bogotá,2551.7323676363153,7,76,28,15.875841736486587,4.287621729951142,1015.9893234257858,0.9629802480652716,3,25.80899922658355,0
Medellín,1452.1951762864069,7,80,27,9.290535479887602,1.0666606232015519,995.5457518160721,0.390729056209689,1,25.23665011777098,0
Tatacoa,409.3207765012978,2,39,26,24.06456762177796,5.184854033127889,991.6824781354945,0.40061092379734353,3,54.15033969122186,0
Bogotá,2634.7298963770054,7,44,55,13.55071827958293,11.14941712836115,999.372211254418,0.665772421060789,3,28.263312059133906,0
Medellín,1526.6412147263093,7,95,37,13.845707020751167,6.571674765499428,1001.0258604983977,0.8094785841221682,2,15.822585248132722,0
Medellín,1487.8562548496507,7,61,22,15.345131989490515,12.26682645884129,990.803811587149,0.6262149908585453,3,38.60061180742596,0
Bogotá,2630.2156751041166,8,92,47,9.528434420060401,8.239895477790224,1020.2569043007937,0.6986102220544285,2,14.710601429772467,0
Bogotá,2618.9138767451514,8,57,89,12.251051460758097,13.946875839457546,1004.4146538035291,0.37293156856661114,2,36.54643505218437,0
Medellín,1484.7146476567295,6,66,63,8.123351062053448,14.217951629986032,1024.0299976469107,0.4794968364782597,2,29.079381888841542,0
Cali,981.6523654540956,7,55,40,18.689828506538884,1.0395675902812307,1016.4508000120818,0.1970350864679633,4,25.671538959781497,0
Medellín,1490.5760229110563,7,39,47,10.022129058031311,6.846201595686365,1005.0067187176376,0.6802464906985235,2,41.745862942722084,0
Guajira,20.862295583323046,1,97,73,24.383662521060778,9.14533591874352,1022.6168125164961,0.22145194042670946,2,19.34516228187015,0
Medellín,1458.6770373625993,7,39,73,13.65494842859956,3.8380881121831916,1002.7193666792888,0.001256795393811183,3,38.43430823035607,0
Cali,998.8162768749579,7,90,84,30.645779456844252,6.106151690684704,1019.9197930633402,0.9337621198067512,3,10.303654608221255,0
Villa de Leyva,2162.534584592159,3,76,40,28.910039057567662,10.165223116765475,996.1165151538113,0.3060152412145538,3,32.164701271049225,0
Bogotá,2644.2676652267373,9,32,32,14.946581479236997,3.4010134034754214,997.0389072531842,0.1966320424660023,0,46.66226290319085,0
Bogotá,2660.0281957966276,8,5,76,26.79717091176029,9.029720294616787,998.8158807336919,0.2681467309657759,3,39.96702646609664,0
Villa de Leyva,2121.3029159299067,3,87,68,27.277877711955348,10.461717422464591,1004.5981540674461,0.33044769761864756,2,23.48515563906399,0
Bogotá,2639.6041160285477,7,18,73,31.67751473874585,1.3574446664380013,1004.907062158947,0.4745464264481737,2,41.7329489134645,0
Villa de Leyva,2200.0537630461567,3,79,29,22.34815968429644,7.462939740411791,1002.3379514754688,0.06935167101859663,2,42.064519377345924,0
Medellín,1536.9254419572237,7,39,72,9.967177631447893,3.9462004488628617,993.7700438112425,0.05267315620545088,3,35.0887267407991,0
Bogotá,2601.7608934243353,7,91,63,23.524093494233142,10.865795339970669,1021.7242909155874,0.2929107655380726,3,12.670001229836426,0
Bogotá,2609.747882214855,8,96,66,22.999513961024846,2.843332628054107,1006.4863743807165,0.2957661311970958,3,14.082484350406094,0
Guajira,100.92411167843345,1,58,72,23.32041385809036,13.383568733071595,998.3482647286218,0.11764622781423506,2,36.085741109095,0
Bogotá,2653.5465127875773,8,58,93,15.371495554501077,6.4641200477749035,1009.3029632334628,0.40479159432053424,2,20.080474333948917,0
Bogotá,2634.2780974078796,7,47,65,28.63231004192799,2.9700454546133024,1014.5585041014413,0.2840286682027823,1,37.95264077963104,0
Bogotá,2630.927649913318,7,40,32,31.027332390929885,6.57032694525494,1023.232763970271,0.026055552795070103,5,28.707534514667223,0
Cali,1024.8237933581725,6,12,56,13.225100311475636,6.131156442127918,1002.4797123020412,0.8857207804211108,2,45.69288509884006,0
Bogotá,2647.1998051538003,9,44,43,10.115651795279467,6.433784392405654,985.0444329657842,0.8860190180435904,2,30.81952989496518,0
Medellín,1479.0051661280443,7,88,21,12.668840796043618,8.783419402461703,999.8344610646443,0.20918225291347403,3,32.35486267779602,0
Villa de Leyva,2144.1039847675584,3,52,100,27.693251342137252,7.817605873703063,1001.5536752654062,0.16287222816434788,0,37.397047065283864,0
Bogotá,2622.9533748986073,9,41,33,24.23947123567634,2.24665697521354,1020.3647335183554,0.5472927643469817,4,37.44474538285452,0
Villa de Leyva,2154.0622152902583,3,99,29,23.26513621613904,0.9836860896995447,997.7660345808329,0.6307535029814308,3,26.105880734340968,0
Medellín,1472.8729728711296,7,62,54,17.643035242626187,10.941231730898108,1022.8995919199212,0.9575425574470728,3,29.571986512144555,0
Cali,979.9676027915447,7,26,44,21.867871316274456,8.395761538924702,1001.830935847145,0.37734845663981254,0,46.488645494271964,0
Medellín,1539.2612729113084,7,37,22,15.388979006584819,5.3850115211889555,1023.8201225440519,0.6182003428645584,2,44.813464266626355,0
Medellín,1492.9127320370092,7,59,36,19.45280190603107,12.125367337471108,980.3689244508932,0.8781810458043096,0,42.41323564095546,0
Bogotá,2690.9116397917196,8,6,31,27.03351268089574,5.820877113914355,1020.4466918662856,0.44995378578085,2,51.67602267614666,0
Medellín,1437.0315183644987,7,4,73,31.54979833893109,11.939476344009114,1021.9004203374508,0.12234575115732604,3,51.41743002442393,0
Bogotá,2596.5158089258953,9,44,43,30.379734166155245,4.58634191268562,1023.2459421094346,0.3774472858299742,1,35.039294873238056,0
Medellín,1509.003843227684,7,57,48,30.41278262830997,1.0926794631779964,980.5884440378577,0.1365669267033004,3,37.794546098436335,0
Villa de Leyva,2146.9380221923943,3,30,62,17.653369636330698,13.989595406998935,987.7265376447639,0.016639464201950283,2,46.62456540820861,0
Tatacoa,365.26929810837373,2,22,44,19.25095713216298,5.918266939220597,1009.4194026391956,0.7515530563490262,3,54.56034486437987,0
Bogotá,2674.0948607187092,8,41,79,24.935249512855556,11.890388592740669,981.1462711280798,0.23842370049535555,2,25.425460823158744,0
Bogotá,2613.903200123074,8,9,84,30.13260627323082,4.187161998334567,982.8624048279426,0.002007045838974042,2,50.30336467826811,0
Villa de Leyva,2184.9565210933624,3,31,47,11.407862224450032,9.69547668185484,989.9485493162049,0.872432357535145,2,43.0551840716327,0
Medellín,1492.8869551126772,7,52,35,15.301804731852698,13.099663098865925,1003.0597895934748,0.4437888384909059,4,39.37972799288522,0
Tatacoa,367.9020830321233,2,29,66,11.341924270258628,0.6246603350997049,1004.5656151670063,0.2388598796332252,2,59.36982267487105,1
Villa de Leyva,2128.937844439926,3,38,100,22.688204719026928,12.459536470291338,981.5417505257077,0.26278997235541923,2,50.44413809190651,0
Medellín,1536.1645908373225,7,30,77,15.3512239253009,8.56999507457893,987.6665262851689,0.24053789330505027,0,37.57140553792877,0
Bogotá,2631.0675889486483,8,81,95,15.826588460301764,9.112076308628538,1002.4867553000595,0.194556161189272,2,12.905800287845626,0
Medellín,1524.1702261401897,7,99,46,9.701983027711503,7.84737001208974,1006.7273279424533,0.8412262245742964,3,15.175622801712736,0
Medellín,1537.0132025439498,7,1,72,16.395105483382206,13.117126549254635,986.6780763418797,0.17033163436986953,3,56.36053693399248,0
Guajira,47.58730250432039,1,77,61,28.69991617763805,0.6515003585345619,997.9478635376137,0.5618546838793986,1,33.1626006339809,0
